episode,maker_reward
0,-15.024857939347779
1,23.083608300953358
2,-10.010333511010767
3,61.611770408789575
4,-25.178027378989643
5,14.730631192272154
6,-5.907622796919785
7,1.7668492721338946
8,16.85042297203441
9,44.6768922493475
10,-294.954662219021
11,-2.0685429898802705
12,14.01377352439207
13,-23.498629804881976
14,0.14970792895210483
15,20.068849333863955
16,4.914866601439979
17,-9.448503070605659
18,-1.5092893430145011
19,-5.851812396179336
20,-12.246112667439014
21,-14.832430243779708
22,20.14524349923269
23,-10.963025408382393
24,3.872979942010167
25,112.16230985623302
26,0.38934292079114347
27,2.6401657584229974
28,19.11329991443461
29,9.918773461755759
30,9.094300798506431
31,5.214176347975772
32,-11.334978624761403
33,43.33578372251811
34,-11.594539118297043
35,138.4036773438587
36,344.5533440216428
37,110.02611389331209
38,-1.4975969916107126
39,49.90585357193251
40,12.72067061619626
41,9.312259480128574
42,18.06972815505881
43,16.469322172409928
44,8.936338087856157
45,4.719944820613319
46,-6.150675592839804
47,-2.1299584132304554
48,37.27341419855462
49,-151.95654044285797
50,53.0451655212064
51,6.7014907158010875
52,-36.408244955977885
53,4.584446043248091
54,11.124793126591447
55,13.86362686930518
56,76.68650738375896
57,-15.17542504365598
58,18.46226321111056
59,13.836542255873766
60,10.32395825816478
61,15.62288692105843
62,3.2462736902689766
63,24.616946943153852
64,8.753903805061718
65,-630.7094811598571
66,-2.5743022043220383
67,9.096123116732377
68,6.195413856865866
69,23.8492660739511
70,3.7115468217869307
71,-2.3921451768947435
72,-16.27069423591422
73,35.33195908721848
74,52.77451394321982
75,4.066779984190804
76,-2.702827145054237
77,-26.04555007776002
78,-143.7393225938232
79,-10.45079779471808
80,18.321870973467668
81,-7.741113036682898
82,2.33240002720106
83,51.66661421575026
84,9.998395240375158
85,12.829930902980768
86,9.215258921398005
87,65.83461879337929
88,-94.03667133431738
89,5.268148717259718
90,96.7763861091503
91,-5.229807647782747
92,-0.3856856596292127
93,142.56604589983826
94,9.91977199169308
95,39.599670439810254
96,23.149653882649993
97,-40.82058872422109
98,73.8537148811004
99,-3.6683198427428807
100,-6.986550467903793
101,88.59204093175941
102,1.982930867333216
103,20.436476743720252
104,-136.07882201004992
105,61.57983708772042
106,65.19144792494079
107,7.4595997459175445
108,19.229970945903588
109,29.544387219819612
110,-34.88007594205238
111,-28.23848083110314
112,1.873439948070829
113,28.7646031037531
114,56.95961768434512
115,-2.3553579425425464
116,-4.90244903411454
117,-11.725766629983731
118,36.09324378815101
119,-54.47842972483614
120,35.36564880065364
121,94.62528708675706
122,34.211140783163025
123,10.284273654987986
124,4.097255588959925
125,-0.9391836373686194
126,-3.8568669086510203
127,-7.475560754812124
128,27.04578083147544
129,74.00316271444905
130,8.481500802672423
131,-3.711210347504182
132,166.2380010461045
133,12.982398097901722
134,11.454738337038258
135,2.5426029123759357
136,14.656210074524939
137,44.26847304300215
138,18.081995770673963
139,-4.771203988770136
140,-18.707758924331042
141,400.05395466824723
142,-40.73511190547008
143,7.186492961316537
144,0.8200034158925142
145,13.576312743004191
146,28.06857177642065
147,8.946974458660787
148,88.6961312253618
149,205.12715680289435
150,14.220273317658345
151,-21.013016621137673
152,30.168140223551433
153,-7.115965603335845
154,-18.4706647635248
155,16.941397993965673
156,-8.90751715381634
157,5.650915855284196
158,7.697428246939893
159,-2.1852232175300124
160,-26.458878971613075
161,-4.635619314482716
162,-43.07555602224719
163,213.8198825373768
164,-1.476923540341318
165,33.17236284782896
166,24.23284262899761
167,-8.443661592359588
168,51.18682983761377
169,68.88716988517604
170,4.575093726506613
171,-41.45719637907049
172,0.00015000000000000001
173,1.5266695638930057
174,16.516158601502436
175,6.992152515536842
176,47.99238257006561
177,20.955116438921042
178,-11.074302224669115
179,12.402787378144517
180,-70.12291177782897
181,6.860775409155362
182,14.766553894011018
183,-14.380235690307007
184,205.83971669979056
185,30.063249948844778
186,33.21024902772175
187,-3.106004265977325
188,-25.083853219010287
189,69.60783399484751
190,120.13589814624882
191,19.901128959759355
192,-13.36654724435503
193,-7.70693370478643
194,8.058112257131501
195,53.63351329740634
196,-101.42503518928733
197,71.7811343261895
198,-6.925016816298495
199,256.8142368026977
